id,Country,Time,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064
ASM,American Samoa,total pop,80062.56,82103.904,84057.408,85930.84799999998,87730.992,89463.88799999999,91134.864,92748.81599999999,94310.064,95822.208,97288.84799999998,98712.864,100097.13599999998,101444.112,102756.09599999998,104034.96,105282.432,106500.52799999998,107690.25599999998,108853.2,109990.368,111102.912,112191.84,113257.87199999999,114301.584,115323.98400000001,116325.36,117306.432,118267.48799999998,119209.10399999999,120131.568,121035.024,121920.04799999998,122786.784,123635.23199999999,124465.824,125278.704,126073.87199999999,126851.61599999998,127612.07999999999,128355.264,129081.31199999999,129790.36799999999,130482.432,131157.792,131816.304,132458.112,133083.216,133692.04799999998,134284.31999999998,134860.17599999998
ASM,American Samoa,GDP with energy price elasticity effects,897120000.0,901440000.0,911520000.0,923040000.0,933120000.0,943200000.0,953280000.0,963360000.0,974880000.0,984960000.0,995040000.0,1006560000.0,1016640000.0,1028160000.0,1039680000.0,1049760000.0,1061280000.0,1072800000.0,1084320000.0,1095840000.0,1107360000.0,1118880000.0,1130400000.0,1141920000.0,1154880000.0,1166400000.0,1179360000.0,1190880000.0,1203840000.0,1216800000.0,1228320000.0,1241280000.0,1254240000.0,1267200000.0,1281600000.0,1294560000.0,1307520000.0,1321920000.0,1334880000.0,1349280000.0,1363680000.0,1378080000.0,1392480000.0,1406880000.0,1421280000.0,1435680000.0,1454400000.0,1468800000.0,1483200000.0,1497600000.0,1512000000.0
ASM,American Samoa,total dom energy demand,0.0,0.00055099728,0.0014457168000000002,0.0021461184,0.0026267184000000002,0.0027053135999999998,0.0026474976,0.0026136719999999996,0.0025863695999999996,0.0025540272,0.0025273296,0.002506824,0.0025076736,0.0024927263999999995,0.002451528,0.0024190127999999997,0.0023943599999999995,0.0023869008,0.0023822351999999995,0.0023703695999999995,0.0023534783999999997,0.0023347152,0.0023178095999999994,0.0023022719999999997,0.0022878863999999995,0.0022738752,0.0022598352,0.0022364352,0.0022149215999999997,0.0021893615999999997,0.0021528719999999997,0.0021221136,0.0020984975999999997,0.0020793888,0.0020627712,0.0020474928,0.0020330495999999997,0.0020193408,0.0020060207999999997,0.0019929168,0.0019803311999999997,0.0019682352,0.0019541231999999995,0.0019420415999999996,0.0019311551999999998,0.0019207295999999997,0.0019105055999999998,0.0018983664,0.0018852768,0.0018728928,0.0018610416
ASM,American Samoa,reserves plus stocks oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASM,American Samoa,reserves gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASM,American Samoa,pc renewables consumption of total energy consumption,0.0,20.285567999999994,20.703888000000003,21.065615999999995,21.366287999999997,23.605488,26.166815999999997,27.895248,28.919952,29.750111999999998,30.313727999999998,30.637871999999998,30.560543999999997,30.565295999999996,30.810816,30.870863999999997,30.664367999999996,30.129407999999998,29.503584,28.920527999999997,28.358496,27.7848,27.161135999999996,26.499888,25.809696,25.104383999999996,24.423263999999996,23.941728,23.556672,23.320368,23.293872,23.303232,23.315183999999995,23.329296,23.344991999999998,23.361119999999996,23.376095999999997,23.388768,23.402303999999997,23.418864000000003,23.434992,23.450832,23.496768,23.523695999999997,23.541551999999996,23.558255999999997,23.57712,23.624208,23.687423999999996,23.746176,23.802191999999998
AUS,Australia,total pop,34704000.0,34848000.0,34992000.0,35136000.0,35136000.0,35280000.0,35424000.0,35424000.0,35568000.0,35568000.0,35568000.0,35712000.0,35712000.0,35712000.0,35712000.0,35712000.0,35712000.0,35712000.0,35712000.0,35712000.0,35712000.0,35712000.0,35712000.0,35712000.0,35568000.0,35568000.0,35568000.0,35568000.0,35424000.0,35424000.0,35280000.0,35280000.0,35280000.0,35136000.0,35136000.0,34992000.0,34992000.0,34848000.0,34704000.0,34704000.0,34560000.0,34416000.0,34416000.0,34272000.0,34128000.0,34128000.0,33984000.0,33840000.0,33696000.0,33696000.0,33552000.0
AUS,Australia,GDP with energy price elasticity effects,1728000000000.0,1742400000000.0,1771200000000.0,1800000000000.0,1843200000000.0,1872000000000.0,1915200000000.0,1958400000000.0,2001600000000.0,2030400000000.0,2059200000000.0,2102400000000.0,2131200000000.0,2174400000000.0,2174400000000.0,2203200000000.0,2217600000000.0,2260800000000.0,2318400000000.0,2347200000000.0,2376000000000.0,2404800000000.0,2433600000000.0,2462400000000.0,2491200000000.0,2520000000000.0,2548800000000.0,2563200000000.0,2577600000000.0,2606400000000.0,2635200000000.0,2649600000000.0,2678400000000.0,2707200000000.0,2736000000000.0,2764800000000.0,2793600000000.0,2822400000000.0,2851200000000.0,2880000000000.0,2923200000000.0,2952000000000.0,2995200000000.0,3024000000000.0,3067200000000.0,3110400000000.0,3139200000000.0,3182400000000.0,3225600000000.0,3268800000000.0,3326400000000.0
AUS,Australia,total dom energy demand,179209.43999999997,178526.87999999998,177865.92,177809.75999999998,178398.72,179585.28,181632.96,184201.92,186425.28,187980.47999999998,189420.47999999998,190912.32,193389.12,195091.19999999998,194855.03999999998,194682.23999999996,194755.68,195976.8,197736.47999999998,199068.47999999998,199899.36,200396.15999999997,200880.0,201395.52,201962.87999999998,202543.19999999998,203129.28,202986.72,202864.32,202822.55999999997,202885.92,203064.47999999998,203332.32,203679.36,204104.15999999997,204606.72,205187.03999999998,205843.68,206546.4,207260.63999999998,208032.47999999998,208877.75999999998,209491.19999999998,210317.75999999998,211305.6,212382.72,213518.87999999998,214597.43999999997,215650.08,216764.63999999998,217936.8
AUS,Australia,reserves plus stocks oil,925251.84,929105.28,933269.7599999999,933886.08,930428.6399999999,923338.08,913347.3599999999,901231.2,887381.28,871986.2399999999,855161.28,836991.3599999999,822306.2399999999,811296.0,800845.9199999999,790011.3599999999,778461.12,761395.68,738421.9199999999,712725.12,685504.7999999999,657226.08,628086.2399999999,598177.44,567558.72,536271.84,504351.36,471888.0,439924.31999999995,409658.39999999997,381444.4799999999,355292.64,331099.2,308725.92,288031.68,268882.56,251150.4,234722.87999999998,219494.87999999998,205368.47999999998,192257.28,180079.19999999998,168762.23999999996,158238.72,148445.28,139328.20799999998,130834.224,122916.09599999998,115530.33599999998,108637.2,102200.112
