id,Country,Time,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064
ASM,American Samoa,total pop,55599.0,57016.6,58373.2,59674.2,60924.3,62127.7,63288.1,64408.9,65493.1,66543.2,67561.7,68550.6,69511.9,70447.3,71358.4,72246.5,73112.8,73958.7,74784.9,75592.5,76382.2,77154.8,77911.0,78651.3,79376.1,80086.1,80781.5,81462.8,82130.2,82784.1,83424.7,84052.1,84666.7,85268.6,85857.8,86434.6,86999.1,87551.3,88091.4,88619.5,89135.6,89639.8,90132.2,90612.8,91081.8,91539.1,91984.8,92418.9,92841.7,93253.0,93652.9
ASM,American Samoa,GDP with energy price elasticity effects,623000000.0,626000000.0,633000000.0,641000000.0,648000000.0,655000000.0,662000000.0,669000000.0,677000000.0,684000000.0,691000000.0,699000000.0,706000000.0,714000000.0,722000000.0,729000000.0,737000000.0,745000000.0,753000000.0,761000000.0,769000000.0,777000000.0,785000000.0,793000000.0,802000000.0,810000000.0,819000000.0,827000000.0,836000000.0,845000000.0,853000000.0,862000000.0,871000000.0,880000000.0,890000000.0,899000000.0,908000000.0,918000000.0,927000000.0,937000000.0,947000000.0,957000000.0,967000000.0,977000000.0,987000000.0,997000000.0,1010000000.0,1020000000.0,1030000000.0,1040000000.0,1050000000.0
ASM,American Samoa,total dom energy demand,0.0,0.00038263699999999996,0.00100397,0.00149036,0.00182411,0.00187869,0.00183854,0.00181505,0.00179609,0.00177363,0.00175509,0.00174085,0.00174144,0.00173106,0.00170245,0.00167987,0.00166275,0.00165757,0.00165433,0.00164609,0.00163436,0.00162133,0.00160959,0.0015988,0.00158881,0.00157908,0.00156933,0.00155308,0.00153814,0.00152039,0.00149505,0.00147369,0.00145729,0.00144402,0.00143248,0.00142187,0.00141184,0.00140232,0.00139307,0.00138397,0.00137523,0.00136683,0.00135703,0.00134864,0.00134108,0.00133384,0.00132674,0.00131831,0.00130922,0.00130062,0.00129239
ASM,American Samoa,reserves plus stocks oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASM,American Samoa,reserves gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASM,American Samoa,pc renewables consumption of total energy consumption,0.0,14.0872,14.3777,14.6289,14.8377,16.3927,18.1714,19.3717,20.0833,20.6598,21.0512,21.2763,21.2226,21.2259,21.3964,21.4381,21.2947,20.9232,20.4886,20.0837,19.6934,19.295,18.8619,18.4027,17.9234,17.4336,16.9606,16.6262,16.3588,16.1947,16.1763,16.1828,16.1911,16.2009,16.2118,16.223,16.2334,16.2422,16.2516,16.2631,16.2743,16.2853,16.3172,16.3359,16.3483,16.3599,16.373,16.4057,16.4496,16.4904,16.5293
AUS,Australia,total pop,24100000.0,24200000.0,24300000.0,24400000.0,24400000.0,24500000.0,24600000.0,24600000.0,24700000.0,24700000.0,24700000.0,24800000.0,24800000.0,24800000.0,24800000.0,24800000.0,24800000.0,24800000.0,24800000.0,24800000.0,24800000.0,24800000.0,24800000.0,24800000.0,24700000.0,24700000.0,24700000.0,24700000.0,24600000.0,24600000.0,24500000.0,24500000.0,24500000.0,24400000.0,24400000.0,24300000.0,24300000.0,24200000.0,24100000.0,24100000.0,24000000.0,23900000.0,23900000.0,23800000.0,23700000.0,23700000.0,23600000.0,23500000.0,23400000.0,23400000.0,23300000.0
AUS,Australia,GDP with energy price elasticity effects,1200000000000.0,1210000000000.0,1230000000000.0,1250000000000.0,1280000000000.0,1300000000000.0,1330000000000.0,1360000000000.0,1390000000000.0,1410000000000.0,1430000000000.0,1460000000000.0,1480000000000.0,1510000000000.0,1510000000000.0,1530000000000.0,1540000000000.0,1570000000000.0,1610000000000.0,1630000000000.0,1650000000000.0,1670000000000.0,1690000000000.0,1710000000000.0,1730000000000.0,1750000000000.0,1770000000000.0,1780000000000.0,1790000000000.0,1810000000000.0,1830000000000.0,1840000000000.0,1860000000000.0,1880000000000.0,1900000000000.0,1920000000000.0,1940000000000.0,1960000000000.0,1980000000000.0,2000000000000.0,2030000000000.0,2050000000000.0,2080000000000.0,2100000000000.0,2130000000000.0,2160000000000.0,2180000000000.0,2210000000000.0,2240000000000.0,2270000000000.0,2310000000000.0
AUS,Australia,total dom energy demand,124451.0,123977.0,123518.0,123479.0,123888.0,124712.0,126134.0,127918.0,129462.0,130542.0,131542.0,132578.0,134298.0,135480.0,135316.0,135196.0,135247.0,136095.0,137317.0,138242.0,138819.0,139164.0,139500.0,139858.0,140252.0,140655.0,141062.0,140963.0,140878.0,140849.0,140893.0,141017.0,141203.0,141444.0,141739.0,142088.0,142491.0,142947.0,143435.0,143931.0,144467.0,145054.0,145480.0,146054.0,146740.0,147488.0,148277.0,149026.0,149757.0,150531.0,151345.0
AUS,Australia,reserves plus stocks oil,642536.0,645212.0,648104.0,648532.0,646131.0,641207.0,634269.0,625855.0,616237.0,605546.0,593862.0,581244.0,571046.0,563400.0,556143.0,548619.0,540598.0,528747.0,512793.0,494948.0,476045.0,456407.0,436171.0,415401.0,394138.0,372411.0,350244.0,327700.0,305503.0,284485.0,264892.0,246731.0,229930.0,214393.0,200022.0,186724.0,174410.0,163002.0,152427.0,142617.0,133512.0,125055.0,117196.0,109888.0,103087.0,96755.7,90857.1,85358.4,80229.4,75442.5,70972.3
